model,pipeline_variant,cross_encoder_model,query_id,query,relevant_input,relevant_resolved,relevant_count,predicted_top1,predicted_top1_score,expected_rank,top1_correct,hit@1,hit@10,hit@20,hit@30,hit@50,mrr@10,ndcg@10,map@10,recall@10,top10_materials,top10_scores
BAAI/bge-m3,baseline,-,42,IfcColumn Beton C30/37,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.522615,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Dichtungsbahn bituminös | Betonfertigteil hochfest | Tiefgründung Vorgefertigter Betonpfahl | Hartbeton zweischichtig | Konstruktionsvollholz | Hartbeton einschichtig | Magerbeton | Bohrpfahlbeton | Glasfaserbeton,0.522615 | 0.503626 | 0.495010 | 0.493641 | 0.483702 | 0.483189 | 0.481942 | 0.472942 | 0.471663 | 0.470725
BAAI/bge-m3,baseline,-,43,IfcColumn Stahlbeton C30/37,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.534738,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Glasfaserbeton | Hartbeton einschichtig | Hartbeton zweischichtig | Konstruktionsvollholz | Dichtungsbahn bituminös | Tiefgründung Vorgefertigter Betonpfahl | Betonfertigteil hochfest | Magerbeton | Bohrpfahlbeton,0.534738 | 0.496393 | 0.495261 | 0.490769 | 0.487758 | 0.477302 | 0.476675 | 0.469971 | 0.465929 | 0.462105
BAAI/bge-m3,baseline,-,44,IfcColumn S235JR,Stahlprofil blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech verzinkt,2,Hartbeton einschichtig,0.437398,8,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.125000,0.193426,0.062500,0.500000,Hartbeton einschichtig | Konstruktionsvollholz | Hartbeton zweischichtig | 2-Komponenten Klebstoff | Gipsfaserplatte | Messing-/Baubronzeblech | Armierungsstahl | Stahlblech verzinkt | Polysulfiddichtungsmasse | Polypropylen PP,0.437398 | 0.434136 | 0.431873 | 0.428701 | 0.423382 | 0.423127 | 0.416970 | 0.409087 | 0.408352 | 0.407665
BAAI/bge-m3,baseline,-,45,IfcColumn Beton C30/37,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.522615,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Dichtungsbahn bituminös | Betonfertigteil hochfest | Tiefgründung Vorgefertigter Betonpfahl | Hartbeton zweischichtig | Konstruktionsvollholz | Hartbeton einschichtig | Magerbeton | Bohrpfahlbeton | Glasfaserbeton,0.522615 | 0.503626 | 0.495010 | 0.493641 | 0.483702 | 0.483189 | 0.481942 | 0.472942 | 0.471663 | 0.470725
BAAI/bge-m3,baseline,-,46,IfcColumn Stahlbeton C30/37,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.534738,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Glasfaserbeton | Hartbeton einschichtig | Hartbeton zweischichtig | Konstruktionsvollholz | Dichtungsbahn bituminös | Tiefgründung Vorgefertigter Betonpfahl | Betonfertigteil hochfest | Magerbeton | Bohrpfahlbeton,0.534738 | 0.496393 | 0.495261 | 0.490769 | 0.487758 | 0.477302 | 0.476675 | 0.469971 | 0.465929 | 0.462105
BAAI/bge-m3,baseline,-,47,IfcColumn S235JR,Stahlprofil blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech verzinkt,2,Hartbeton einschichtig,0.437398,8,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.125000,0.193426,0.062500,0.500000,Hartbeton einschichtig | Konstruktionsvollholz | Hartbeton zweischichtig | 2-Komponenten Klebstoff | Gipsfaserplatte | Messing-/Baubronzeblech | Armierungsstahl | Stahlblech verzinkt | Polysulfiddichtungsmasse | Polypropylen PP,0.437398 | 0.434136 | 0.431873 | 0.428701 | 0.423382 | 0.423127 | 0.416970 | 0.409087 | 0.408352 | 0.407665
BAAI/bge-m3,baseline,-,48,IfcCourse Gestein,Kalksteinplatte | Hartsandsteinplatte | Kies gebrochen,Kalksteinplatte | Hartsandsteinplatte | Kies gebrochen,3,Backstein,0.453229,4,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.250000,0.202107,0.083333,0.333333,Backstein | Gusseisen | 2-Komponenten Klebstoff | Kalksteinplatte | Kalksandstein | Gipskartonplatte | Gussasphalt | Hartbeton einschichtig | Tiefbaubeton | Magerbeton,0.453229 | 0.426952 | 0.425914 | 0.421864 | 0.417790 | 0.414395 | 0.389469 | 0.383450 | 0.377848 | 0.375581
BAAI/bge-m3,baseline,-,49,IfcCourse Schotter,Kies gebrochen,Kies gebrochen,1,Gipskartonplatte,0.441617,81,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Gipskartonplatte | Bitumenemulsion | Kalksteinplatte | Backstein | Tiefgründung Rüttelstopfsäule | 2-Komponenten Klebstoff | Blei | Polyurethan PUR PIR | Konstruktionsvollholz | Kautschukdichtungsmasse,0.441617 | 0.416507 | 0.410768 | 0.391859 | 0.390050 | 0.388993 | 0.384800 | 0.382968 | 0.377828 | 0.377625
BAAI/bge-m3,baseline,-,50,IfcCourse Schotter,Kies gebrochen,Kies gebrochen,1,Gipskartonplatte,0.441617,81,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Gipskartonplatte | Bitumenemulsion | Kalksteinplatte | Backstein | Tiefgründung Rüttelstopfsäule | 2-Komponenten Klebstoff | Blei | Polyurethan PUR PIR | Konstruktionsvollholz | Kautschukdichtungsmasse,0.441617 | 0.416507 | 0.410768 | 0.391859 | 0.390050 | 0.388993 | 0.384800 | 0.382968 | 0.377828 | 0.377625
BAAI/bge-m3,baseline,-,51,IfcCourse Kies,Rundkies,Rundkies,1,Kies gebrochen,0.521244,9,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.111111,0.301030,0.111111,1.000000,Kies gebrochen | 2-Komponenten Klebstoff | 2K-Fliessbelag Epoxidharz | Blei | Bitumenemulsion | Silicon-Fugenmasse | Gipskartonplatte | Kautschukdichtungsmasse | Rundkies | Polyester UP glasfaserverstärkt,0.521244 | 0.424375 | 0.415244 | 0.403907 | 0.400550 | 0.396190 | 0.395539 | 0.389604 | 0.387598 | 0.383216
BAAI/bge-m3,baseline,-,52,IfcCourse Gestein,Kies gebrochen,Kies gebrochen,1,Backstein,0.453229,80,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Backstein | Gusseisen | 2-Komponenten Klebstoff | Kalksteinplatte | Kalksandstein | Gipskartonplatte | Gussasphalt | Hartbeton einschichtig | Tiefbaubeton | Magerbeton,0.453229 | 0.426952 | 0.425914 | 0.421864 | 0.417790 | 0.414395 | 0.389469 | 0.383450 | 0.377848 | 0.375581
BAAI/bge-m3,baseline,-,53,IfcCourse Erdmaterial,Sand,Sand,1,Konstruktionsvollholz,0.494139,79,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Konstruktionsvollholz | Hartbeton einschichtig | Tiefgründung Vorgefertigter Betonpfahl | Bohrpfahlbeton | Hartbeton zweischichtig | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefbaubeton | Tiefgründung Mikrobohrpfahl | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Bitumenemulsion,0.494139 | 0.491480 | 0.485499 | 0.485320 | 0.482417 | 0.468460 | 0.468006 | 0.461011 | 0.460302 | 0.459796
BAAI/bge-m3,baseline,-,54,IfcCourse Mineralischer Filter,Kies gebrochen | Sand,Kies gebrochen | Sand,2,Baukleber Einbettmörtel mineralisch,0.583578,34,False,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,Baukleber Einbettmörtel mineralisch | Messing-/Baubronzeblech | Polyurethan PUR PIR | Phenolharz PF | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Mikrobohrpfahl | Natursteinplatte poliert | Bohrpfahlbeton | 2-Komponenten Klebstoff | Polysulfiddichtungsmasse,0.583578 | 0.481854 | 0.453079 | 0.446770 | 0.441188 | 0.436808 | 0.434266 | 0.434030 | 0.429633 | 0.423789
BAAI/bge-m3,baseline,-,55,IfcCourse Kies-Sand-Gemisch,Rundkies | Sand,Rundkies | Sand,2,Kies gebrochen,0.500998,4,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.250000,0.264068,0.125000,0.500000,Kies gebrochen | Messing-/Baubronzeblech | 2-Komponenten Klebstoff | Sand | Bitumenemulsion | Silicon-Fugenmasse | Kalksandstein | Polysulfiddichtungsmasse | Kautschukdichtungsmasse | Kupferblech blank,0.500998 | 0.494325 | 0.450346 | 0.447271 | 0.446667 | 0.438635 | 0.427938 | 0.423123 | 0.412050 | 0.406643
BAAI/bge-m3,baseline,-,56,IfcCourse Asphalt,Gussasphalt,Gussasphalt,1,Bohrpfahlbeton,0.489428,28,False,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,Bohrpfahlbeton | Hartbeton einschichtig | Hartbeton zweischichtig | Bitumenemulsion | Tiefbaubeton | 2-Komponenten Klebstoff | Gipskartonplatte | Tiefgründung Vorgefertigter Betonpfahl | Polycarbonat PC | Kalksteinplatte,0.489428 | 0.487166 | 0.484853 | 0.477629 | 0.475119 | 0.467815 | 0.459297 | 0.458381 | 0.457437 | 0.453175
BAAI/bge-m3,baseline,-,57,IfcCourse Beton C30/37,Hartbeton einschichtig | Hartbeton zweischichtig | Tiefbaubeton,Hartbeton einschichtig | Hartbeton zweischichtig | Tiefbaubeton,3,Tiefbaubeton,0.506007,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.746198,0.507407,1.000000,Tiefbaubeton | Betonfertigteil hochfest | Tiefgründung Vorgefertigter Betonpfahl | Dichtungsbahn bituminös | Bohrpfahlbeton | Betonfertigteil normalfest | Magerbeton | Konstruktionsvollholz | Hartbeton zweischichtig | Hartbeton einschichtig,0.506007 | 0.496006 | 0.481530 | 0.473833 | 0.472695 | 0.467762 | 0.464633 | 0.464241 | 0.462422 | 0.458532
BAAI/bge-m3,baseline,-,58,IfcCourse Gestein,Kies gebrochen | Rundkies,Kies gebrochen | Rundkies,2,Backstein,0.453229,80,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Backstein | Gusseisen | 2-Komponenten Klebstoff | Kalksteinplatte | Kalksandstein | Gipskartonplatte | Gussasphalt | Hartbeton einschichtig | Tiefbaubeton | Magerbeton,0.453229 | 0.426952 | 0.425914 | 0.421864 | 0.417790 | 0.414395 | 0.389469 | 0.383450 | 0.377848 | 0.375581
BAAI/bge-m3,baseline,-,59,IfcCourse Schotter,Kies gebrochen,Kies gebrochen,1,Gipskartonplatte,0.441617,81,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Gipskartonplatte | Bitumenemulsion | Kalksteinplatte | Backstein | Tiefgründung Rüttelstopfsäule | 2-Komponenten Klebstoff | Blei | Polyurethan PUR PIR | Konstruktionsvollholz | Kautschukdichtungsmasse,0.441617 | 0.416507 | 0.410768 | 0.391859 | 0.390050 | 0.388993 | 0.384800 | 0.382968 | 0.377828 | 0.377625
BAAI/bge-m3,baseline,-,60,IfcCovering Metall,Stahlblech blank | Stahlblech verzinkt,Stahlblech blank | Stahlblech verzinkt,2,Konstruktionsvollholz,0.515324,13,False,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,Konstruktionsvollholz | Messing-/Baubronzeblech | Armierungsstahl | Hartbeton zweischichtig | Hartbeton einschichtig | Betonfertigteil hochfest | 2-Komponenten Klebstoff | Tiefbaubeton | Tiefgründung Vorgefertigter Betonpfahl | Bohrpfahlbeton,0.515324 | 0.514727 | 0.508291 | 0.506200 | 0.503346 | 0.479946 | 0.479728 | 0.475346 | 0.469352 | 0.466165
BAAI/bge-m3,baseline,-,61,IfcCovering Faserzement,Faserzementplatte,Faserzementplatte,1,Faserzementplatte,0.612942,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Faserzementplatte | Hartbeton einschichtig | Hartbeton zweischichtig | Polyester UP glasfaserverstärkt | Messing-/Baubronzeblech | Gipsfaserplatte | Glasfaserbeton | Konstruktionsvollholz | Polycarbonat PC | Polysulfiddichtungsmasse,0.612942 | 0.531003 | 0.529451 | 0.525871 | 0.493906 | 0.491673 | 0.488632 | 0.484186 | 0.483171 | 0.466474
BAAI/bge-m3,baseline,-,62,IfcCovering Beton C30/37,Betonfertigteil normalfest,Betonfertigteil normalfest,1,Betonfertigteil hochfest,0.532966,6,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.166667,0.356207,0.166667,1.000000,Betonfertigteil hochfest | Tiefbaubeton | Hartbeton zweischichtig | Hartbeton einschichtig | Tiefgründung Vorgefertigter Betonpfahl | Betonfertigteil normalfest | Konstruktionsvollholz | Bohrpfahlbeton | Glasfaserbeton | Dichtungsbahn bituminös,0.532966 | 0.527163 | 0.514226 | 0.501434 | 0.501267 | 0.499665 | 0.493880 | 0.492527 | 0.477724 | 0.476142
BAAI/bge-m3,baseline,-,63,IfcCovering Naturstein,Kalksteinplatte | Hartsandsteinplatte | Natursteinplatte geschliffen,Kalksteinplatte | Hartsandsteinplatte | Natursteinplatte geschliffen,3,Natursteinplatte poliert,0.585480,3,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.333333,0.436747,0.277778,0.666667,Natursteinplatte poliert | Natursteinplatte geschnitten | Natursteinplatte geschliffen | Kalksteinplatte | Konstruktionsvollholz | Kalksandstein | Hartbeton zweischichtig | Hartbeton einschichtig | Betonfertigteil hochfest | Betonfertigteil normalfest,0.585480 | 0.575140 | 0.572560 | 0.512021 | 0.509254 | 0.507704 | 0.504078 | 0.495017 | 0.489679 | 0.488689
BAAI/bge-m3,baseline,-,64,IfcCovering Abdichtung,Dichtungsbahn bituminös | Polyethylenfolie PE | Heissbitumen | Dichtungsbahn Gummi EPDM | Dichtungsbahn Polyolefin FPO | 2K-Fliessbelag Epoxidharz | Bitumenemulsion,Dichtungsbahn bituminös | Polyethylenfolie PE | Heissbitumen | Dichtungsbahn Gummi EPDM | Dichtungsbahn Polyolefin FPO | 2K-Fliessbelag Epoxidharz | Bitumenemulsion,7,Hartbeton einschichtig,0.492790,6,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.166667,0.189538,0.064626,0.285714,Hartbeton einschichtig | Hartbeton zweischichtig | Polyester UP glasfaserverstärkt | Kautschukdichtungsmasse | Polysulfiddichtungsmasse | Dichtungsbahn bituminös | Dichtungsbahn Polyolefin FPO | 2-Komponenten Klebstoff | Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich | Konstruktionsvollholz,0.492790 | 0.490678 | 0.484926 | 0.481018 | 0.479614 | 0.475458 | 0.474292 | 0.458933 | 0.457197 | 0.444916
BAAI/bge-m3,baseline,-,65,IfcCovering Bitumenbahn,Dichtungsbahn bituminös | Heissbitumen | Bitumenemulsion,Dichtungsbahn bituminös | Heissbitumen | Bitumenemulsion,3,Dichtungsbahn bituminös,0.670850,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.765361,0.666667,0.666667,Dichtungsbahn bituminös | Bitumenemulsion | Dichtungsbahn Polyolefin FPO | Hartbeton zweischichtig | 2-Komponenten Klebstoff | Hartbeton einschichtig | Kautschukdichtungsmasse | Dichtungsbahn Gummi EPDM | Tiefbaubeton | Bohrpfahlbeton,0.670850 | 0.599217 | 0.547530 | 0.504996 | 0.491631 | 0.490031 | 0.478875 | 0.478487 | 0.476357 | 0.472557
BAAI/bge-m3,baseline,-,66,IfcCovering Feinmörtel,Baukleber Einbettmörtel mineralisch,Baukleber Einbettmörtel mineralisch,1,Baukleber Einbettmörtel organisch,0.473092,2,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Baukleber Einbettmörtel organisch | Baukleber Einbettmörtel mineralisch | Messing-/Baubronzeblech | Furniersperrholz | Tiefgründung Vorgefertigter Betonpfahl | Konstruktionsvollholz | Phenolharz PF | Betonfertigteil hochfest | Hartbeton einschichtig | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt,0.473092 | 0.449690 | 0.437681 | 0.428106 | 0.427308 | 0.421429 | 0.418768 | 0.416183 | 0.414355 | 0.412103
BAAI/bge-m3,baseline,-,67,IfcCovering Kunststoff,Polyethylenfolie PE | Polyethylenvlies PE | Polyethylen PE,Polyethylenfolie PE | Polyethylenvlies PE | Polyethylen PE,3,Polyester UP glasfaserverstärkt,0.535440,22,False,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,Polyester UP glasfaserverstärkt | 2-Komponenten Klebstoff | Messing-/Baubronzeblech | Polycarbonat PC | Konstruktionsvollholz | Polyvinylchlorid PVC | Hartbeton zweischichtig | Silicon-Fugenmasse | Kautschukdichtungsmasse | Hartbeton einschichtig,0.535440 | 0.523745 | 0.506780 | 0.502333 | 0.493410 | 0.491665 | 0.487029 | 0.485502 | 0.480926 | 0.479932
BAAI/bge-m3,baseline,-,68,IfcFooting Beton C30/37,Tiefbaubeton,Tiefbaubeton,1,Betonfertigteil hochfest,0.515814,2,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Betonfertigteil hochfest | Tiefbaubeton | Betonfertigteil normalfest | Tiefgründung Vorgefertigter Betonpfahl | Glasfaserbeton | Bohrpfahlbeton | Magerbeton | Hartbeton zweischichtig | Betonziegel | Hartbeton einschichtig,0.515814 | 0.510322 | 0.504829 | 0.495475 | 0.485738 | 0.479193 | 0.474437 | 0.472692 | 0.465800 | 0.464634
BAAI/bge-m3,baseline,-,69,IfcFooting Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.534578,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.967468,0.916667,1.000000,Stahlblech blank | Stahlblech verzinkt | Armierungsstahl | Stahlprofil blank | Tiefgründung Vorgefertigter Betonpfahl | Bohrpfahlbeton | Betonfertigteil hochfest | Tiefbaubeton | Betonfertigteil normalfest | Hartbeton einschichtig,0.534578 | 0.532717 | 0.531179 | 0.525572 | 0.513290 | 0.501919 | 0.486024 | 0.484104 | 0.482166 | 0.473276
BAAI/bge-m3,baseline,-,70,IfcFooting S235JR,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Gipsfaserplatte,0.436786,63,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Gipsfaserplatte | Polysulfiddichtungsmasse | Konstruktionsvollholz | Betonfertigteil normalfest | Tiefgründung Vorgefertigter Betonpfahl | Armierungsstahl | Hartbeton zweischichtig | Bohrpfahlbeton | Hartbeton einschichtig | Betonfertigteil hochfest,0.436786 | 0.432972 | 0.429421 | 0.427886 | 0.423698 | 0.423187 | 0.421254 | 0.420256 | 0.416919 | 0.412746
BAAI/bge-m3,baseline,-,71,IfcFooting Beton C30/37,Tiefbaubeton,Tiefbaubeton,1,Betonfertigteil hochfest,0.515814,2,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Betonfertigteil hochfest | Tiefbaubeton | Betonfertigteil normalfest | Tiefgründung Vorgefertigter Betonpfahl | Glasfaserbeton | Bohrpfahlbeton | Magerbeton | Hartbeton zweischichtig | Betonziegel | Hartbeton einschichtig,0.515814 | 0.510322 | 0.504829 | 0.495475 | 0.485738 | 0.479193 | 0.474437 | 0.472692 | 0.465800 | 0.464634
BAAI/bge-m3,baseline,-,72,IfcFooting Stahlbeton C30/37,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.542446,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Glasfaserbeton | Betonfertigteil hochfest | Tiefgründung Vorgefertigter Betonpfahl | Betonfertigteil normalfest | Hartbeton zweischichtig | Hartbeton einschichtig | Bohrpfahlbeton | Konstruktionsvollholz | Tiefgründung Ortbetonbohrpfahl 700,0.542446 | 0.517546 | 0.515886 | 0.505983 | 0.503724 | 0.501206 | 0.500231 | 0.490868 | 0.484540 | 0.479145
BAAI/bge-m3,baseline,-,73,IfcFooting Beton C30/37,Tiefbaubeton,Tiefbaubeton,1,Betonfertigteil hochfest,0.515814,2,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Betonfertigteil hochfest | Tiefbaubeton | Betonfertigteil normalfest | Tiefgründung Vorgefertigter Betonpfahl | Glasfaserbeton | Bohrpfahlbeton | Magerbeton | Hartbeton zweischichtig | Betonziegel | Hartbeton einschichtig,0.515814 | 0.510322 | 0.504829 | 0.495475 | 0.485738 | 0.479193 | 0.474437 | 0.472692 | 0.465800 | 0.464634
BAAI/bge-m3,baseline,-,74,IfcFooting Stahlbeton C30/37,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.542446,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Glasfaserbeton | Betonfertigteil hochfest | Tiefgründung Vorgefertigter Betonpfahl | Betonfertigteil normalfest | Hartbeton zweischichtig | Hartbeton einschichtig | Bohrpfahlbeton | Konstruktionsvollholz | Tiefgründung Ortbetonbohrpfahl 700,0.542446 | 0.517546 | 0.515886 | 0.505983 | 0.503724 | 0.501206 | 0.500231 | 0.490868 | 0.484540 | 0.479145
BAAI/bge-m3,baseline,-,75,IfcFooting Beton C30/37,Tiefbaubeton,Tiefbaubeton,1,Betonfertigteil hochfest,0.515814,2,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Betonfertigteil hochfest | Tiefbaubeton | Betonfertigteil normalfest | Tiefgründung Vorgefertigter Betonpfahl | Glasfaserbeton | Bohrpfahlbeton | Magerbeton | Hartbeton zweischichtig | Betonziegel | Hartbeton einschichtig,0.515814 | 0.510322 | 0.504829 | 0.495475 | 0.485738 | 0.479193 | 0.474437 | 0.472692 | 0.465800 | 0.464634
BAAI/bge-m3,baseline,-,76,IfcFooting Stahlbeton C30/37,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.542446,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Glasfaserbeton | Betonfertigteil hochfest | Tiefgründung Vorgefertigter Betonpfahl | Betonfertigteil normalfest | Hartbeton zweischichtig | Hartbeton einschichtig | Bohrpfahlbeton | Konstruktionsvollholz | Tiefgründung Ortbetonbohrpfahl 700,0.542446 | 0.517546 | 0.515886 | 0.505983 | 0.503724 | 0.501206 | 0.500231 | 0.490868 | 0.484540 | 0.479145
BAAI/bge-m3,baseline,-,77,IfcFooting Beton C30/37,Tiefbaubeton,Tiefbaubeton,1,Betonfertigteil hochfest,0.515814,2,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Betonfertigteil hochfest | Tiefbaubeton | Betonfertigteil normalfest | Tiefgründung Vorgefertigter Betonpfahl | Glasfaserbeton | Bohrpfahlbeton | Magerbeton | Hartbeton zweischichtig | Betonziegel | Hartbeton einschichtig,0.515814 | 0.510322 | 0.504829 | 0.495475 | 0.485738 | 0.479193 | 0.474437 | 0.472692 | 0.465800 | 0.464634
BAAI/bge-m3,baseline,-,78,IfcFooting Stahlbeton C30/37,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.542446,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Glasfaserbeton | Betonfertigteil hochfest | Tiefgründung Vorgefertigter Betonpfahl | Betonfertigteil normalfest | Hartbeton zweischichtig | Hartbeton einschichtig | Bohrpfahlbeton | Konstruktionsvollholz | Tiefgründung Ortbetonbohrpfahl 700,0.542446 | 0.517546 | 0.515886 | 0.505983 | 0.503724 | 0.501206 | 0.500231 | 0.490868 | 0.484540 | 0.479145
BAAI/bge-m3,baseline,-,79,IfcMember Beton C30/37,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.517863,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Betonfertigteil hochfest | Betonfertigteil normalfest | Magerbeton | Tiefgründung Vorgefertigter Betonpfahl | Bohrpfahlbeton | Dichtungsbahn bituminös | Betonziegel | Glasfaserbeton | Hartbeton zweischichtig,0.517863 | 0.517481 | 0.492310 | 0.488330 | 0.472765 | 0.471433 | 0.469217 | 0.462986 | 0.462060 | 0.456774
BAAI/bge-m3,baseline,-,80,IfcMember Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.532548,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank | Armierungsstahl | Chromnickelstahlblech verzinnt | Chromnickelstahlblech blank | Chromstahlblech blank | Chromstahlblech verzinnt | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.532548 | 0.529670 | 0.521165 | 0.459808 | 0.408197 | 0.407327 | 0.407225 | 0.405729 | 0.390548 | 0.387202
BAAI/bge-m3,baseline,-,81,IfcMember Naturstein,Kalksandstein | Kalksteinplatte,Kalksandstein | Kalksteinplatte,2,Natursteinplatte poliert,0.563607,5,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.200000,0.455605,0.266667,1.000000,Natursteinplatte poliert | Natursteinplatte geschnitten | Natursteinplatte geschliffen | Backstein | Kalksteinplatte | Kalksandstein | Kunststeinplatte zementgebunden | Betonfertigteil normalfest | Hartsandsteinplatte | Tiefbaubeton,0.563607 | 0.555356 | 0.551455 | 0.535314 | 0.521334 | 0.516652 | 0.490072 | 0.479114 | 0.478776 | 0.473995
BAAI/bge-m3,baseline,-,82,IfcMember Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.532548,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank | Armierungsstahl | Chromnickelstahlblech verzinnt | Chromnickelstahlblech blank | Chromstahlblech blank | Chromstahlblech verzinnt | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.532548 | 0.529670 | 0.521165 | 0.459808 | 0.408197 | 0.407327 | 0.407225 | 0.405729 | 0.390548 | 0.387202
