model,pipeline_variant,cross_encoder_model,query_id,query,relevant_input,relevant_resolved,relevant_count,predicted_top1,predicted_top1_score,expected_rank,top1_correct,hit@1,hit@5,hit@10,mrr@10,ndcg@10,map@10,recall@10,top10_materials,top10_scores
google/embeddinggemma-300m,baseline,-,0,B500B,Armierungsstahl,Armierungsstahl,1,Baugrubensicherung Schlitzwand 800,0.450090,29,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Baugrubensicherung Schlitzwand 800 | Blei | Backstein | Gusseisen | Baugrubensicherung Schlitzwand 400 | Bohrpfahlbeton | Bitumenemulsion | Sand | Betonziegel | Tiefbaubeton,0.450090 | 0.423244 | 0.418893 | 0.411877 | 0.409277 | 0.401349 | 0.395411 | 0.395065 | 0.390625 | 0.383610
intfloat/multilingual-e5-base,reranked,BAAI/bge-reranker-v2-m3,3,Beton NPK F,Bohrpfahlbeton,Bohrpfahlbeton,1,Glasfaserbeton,0.590980,2,False,0.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Glasfaserbeton | Bohrpfahlbeton | Betonfertigteil hochfest | Polycarbonat PC | Betonfertigteil normalfest | Polyethylen PE | Magerbeton | Polypropylen PP | Hartbeton einschichtig | Polyethylenvlies PE,0.590980 | 0.568482 | 0.550651 | 0.537346 | 0.534607 | 0.527492 | 0.519710 | 0.519278 | 0.517600 | 0.516005
intfloat/multilingual-e5-base,reranked,BAAI/bge-reranker-v2-m3,4,Magerbeton,Magerbeton,Magerbeton,1,Magerbeton,0.731020,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Magerbeton | Tiefbaubeton | Betonfertigteil hochfest | Hartbeton einschichtig | Bohrpfahlbeton | Kalksandstein | Natursteinplatte poliert | Kalksteinplatte | Betonziegel | Natursteinplatte geschnitten,0.731020 | 0.593099 | 0.536952 | 0.524506 | 0.523429 | 0.521197 | 0.519150 | 0.518333 | 0.512402 | 0.512036
intfloat/multilingual-e5-base,reranked,BAAI/bge-reranker-v2-m3,5,Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,1,Kraftpapier,0.511392,10,False,0.000000,0.000000,1.000000,0.100000,0.289065,0.100000,1.000000,Kraftpapier | Polystyrol PS | 2-Komponenten Klebstoff | Silicon-Fugenmasse | Polysulfiddichtungsmasse | Glasfaserbeton | Polystyrol extrudiert XPS | Polyethylen PE | Kautschukdichtungsmasse | 2K-Fliessbelag Epoxidharz,0.511392 | 0.504818 | 0.503964 | 0.503925 | 0.501495 | 0.501344 | 0.501224 | 0.501188 | 0.501082 | 0.500951
sentence-transformers/LaBSE,baseline,-,0,B500B,Armierungsstahl,Armierungsstahl,1,Blei,0.428510,31,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Blei | Phenolharz PF | Polypropylen PP | Backstein | Polyvinylchlorid PVC | Polyethylen PE | Polyethylenfolie PE | Acrylnitril-Butadien-Styrol ABS | Polycarbonat PC | Polyethylenvlies PE,0.428510 | 0.349070 | 0.345274 | 0.333525 | 0.329768 | 0.322415 | 0.318596 | 0.308810 | 0.290503 | 0.281507
sentence-transformers/LaBSE,baseline,-,1,Beton,Tiefbaubeton,Tiefbaubeton,1,Betonziegel,0.846683,9,False,0.000000,0.000000,1.000000,0.111111,0.301030,0.111111,1.000000,Betonziegel | Betonfertigteil hochfest | Betonfertigteil normalfest | Glasfaserbeton | Hartbeton zweischichtig | Hartbeton einschichtig | Sand | Tiefgründung Vorgefertigter Betonpfahl | Tiefbaubeton | Bohrpfahlbeton,0.846683 | 0.631008 | 0.616646 | 0.567819 | 0.567776 | 0.558926 | 0.507707 | 0.504921 | 0.464541 | 0.460117
sentence-transformers/LaBSE,baseline,-,2,Beton NPK G,Tiefbaubeton,Tiefbaubeton,1,Betonziegel,0.579813,37,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Betonziegel | Polycarbonat PC | Betonfertigteil normalfest | Betonfertigteil hochfest | Hartbeton einschichtig | Polypropylen PP | Hartbeton zweischichtig | Tiefgründung Vorgefertigter Betonpfahl | Glasfaserbeton | Tiefgründung Ortbetonbohrpfahl 900,0.579813 | 0.518499 | 0.484680 | 0.471888 | 0.457145 | 0.442716 | 0.441109 | 0.426438 | 0.414165 | 0.395481
sentence-transformers/LaBSE,baseline,-,3,Beton NPK F,Bohrpfahlbeton,Bohrpfahlbeton,1,Betonziegel,0.547841,26,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Betonziegel | Polycarbonat PC | Betonfertigteil normalfest | Phenolharz PF | Betonfertigteil hochfest | Polypropylen PP | Hartbeton einschichtig | Tiefgründung Vorgefertigter Betonpfahl | Hartbeton zweischichtig | Glasfaserbeton,0.547841 | 0.505079 | 0.490954 | 0.484338 | 0.462337 | 0.449544 | 0.440952 | 0.429885 | 0.427128 | 0.419125
sentence-transformers/LaBSE,baseline,-,4,Magerbeton,Magerbeton,Magerbeton,1,Magerbeton,1.000000,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Magerbeton | Backstein | Bohrpfahlbeton | Tiefbaubeton | Brettsperrholz | Hartsandsteinplatte | Hartbeton zweischichtig | Brettschichtholz | Betonziegel | Kraftpapier,1.000000 | 0.415915 | 0.395251 | 0.363018 | 0.362916 | 0.333613 | 0.331757 | 0.331113 | 0.330773 | 0.321779
sentence-transformers/LaBSE,baseline,-,5,Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,1,2-Komponenten Klebstoff,0.489391,38,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2-Komponenten Klebstoff | Kraftpapier | Glasfaserbeton | Faserzementplatte | Gipsfaserplatte | Hartfaserplatte | Gipskartonplatte | Polystyrol PS | Kautschukdichtungsmasse | Silicon-Fugenmasse,0.489391 | 0.481416 | 0.464417 | 0.444670 | 0.417211 | 0.405902 | 0.393928 | 0.385240 | 0.365731 | 0.364990
sentence-transformers/LaBSE,reranked,BAAI/bge-reranker-v2-m3,0,B500B,Armierungsstahl,Armierungsstahl,1,Bohrpfahlbeton,0.536370,31,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bohrpfahlbeton | Polyethylenvlies PE | Polyvinylchlorid PVC | Bitumenemulsion | Acrylnitril-Butadien-Styrol ABS | Brettschichtholz | Polyethylen PE | Polyethylenfolie PE | Polycarbonat PC | Polystyrol PS,0.536370 | 0.517435 | 0.510513 | 0.508315 | 0.506683 | 0.504358 | 0.503697 | 0.501561 | 0.501295 | 0.500830
sentence-transformers/LaBSE,reranked,BAAI/bge-reranker-v2-m3,1,Beton,Tiefbaubeton,Tiefbaubeton,1,Hartbeton einschichtig,0.557184,2,False,0.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Hartbeton einschichtig | Tiefbaubeton | Betonziegel | Blei | Glasfaserbeton | Backstein | Messing-/Baubronzeblech | Hartbeton zweischichtig | Polyethylen PE | Dichtungsbahn bituminös,0.557184 | 0.555714 | 0.553835 | 0.543556 | 0.541431 | 0.536488 | 0.535686 | 0.530112 | 0.528780 | 0.527630
sentence-transformers/LaBSE,reranked,BAAI/bge-reranker-v2-m3,2,Beton NPK G,Tiefbaubeton,Tiefbaubeton,1,Glasfaserbeton,0.672347,37,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Glasfaserbeton | Polycarbonat PC | Betonfertigteil hochfest | Bohrpfahlbeton | Kautschukdichtungsmasse | Betonfertigteil normalfest | Polyethylen PE | Hartbeton zweischichtig | Hartbeton einschichtig | Polyethylenvlies PE,0.672347 | 0.539556 | 0.536433 | 0.524238 | 0.523805 | 0.519843 | 0.519652 | 0.516805 | 0.516737 | 0.513723
sentence-transformers/LaBSE,reranked,BAAI/bge-reranker-v2-m3,3,Beton NPK F,Bohrpfahlbeton,Bohrpfahlbeton,1,Glasfaserbeton,0.590980,2,False,0.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Glasfaserbeton | Bohrpfahlbeton | Betonfertigteil hochfest | Polycarbonat PC | Betonfertigteil normalfest | Polyethylen PE | Polypropylen PP | Hartbeton einschichtig | Polyethylenvlies PE | Polyethylenfolie PE,0.590980 | 0.568481 | 0.550651 | 0.537346 | 0.534606 | 0.527492 | 0.519278 | 0.517600 | 0.516005 | 0.515031
sentence-transformers/LaBSE,reranked,BAAI/bge-reranker-v2-m3,4,Magerbeton,Magerbeton,Magerbeton,1,Magerbeton,0.731020,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Magerbeton | Tiefbaubeton | Hartbeton einschichtig | Bohrpfahlbeton | Kalksandstein | Kalksteinplatte | Betonziegel | Natursteinplatte geschnitten | Hartbeton zweischichtig | Gussasphalt,0.731020 | 0.593099 | 0.524507 | 0.523429 | 0.521197 | 0.518333 | 0.512402 | 0.512036 | 0.511883 | 0.509534
sentence-transformers/LaBSE,reranked,BAAI/bge-reranker-v2-m3,5,Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,1,Polyvinylchlorid PVC,0.527387,38,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Polyvinylchlorid PVC | Kraftpapier | Gusseisen | Polystyrol PS | Polypropylen PP | 2-Komponenten Klebstoff | Silicon-Fugenmasse | Gussasphalt | Gipsfaserplatte | Polysulfiddichtungsmasse,0.527387 | 0.511392 | 0.511391 | 0.504818 | 0.504043 | 0.503964 | 0.503925 | 0.502546 | 0.502328 | 0.501495
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,baseline,-,0,B500B,Armierungsstahl,Armierungsstahl,1,Baugrubensicherung Schlitzwand 800,0.485693,49,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Bohrpfahlbeton | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Konstruktionsvollholz | Kautschukdichtungsmasse | Messing-/Baubronzeblech | Tiefgründung Mikrobohrpfahl | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonbohrpfahl 900,0.485693 | 0.471214 | 0.454080 | 0.451735 | 0.449122 | 0.447854 | 0.443475 | 0.431382 | 0.423185 | 0.423116
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,baseline,-,1,Beton,Tiefbaubeton,Tiefbaubeton,1,Magerbeton,0.945306,2,False,0.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Magerbeton | Tiefbaubeton | Betonziegel | Hartbeton einschichtig | Betonfertigteil hochfest | Hartbeton zweischichtig | Tiefgründung Vorgefertigter Betonpfahl | Betonfertigteil normalfest | Kunststeinplatte zementgebunden | Kalksteinplatte,0.945306 | 0.893454 | 0.890273 | 0.886494 | 0.862770 | 0.843964 | 0.840554 | 0.837284 | 0.817011 | 0.805247
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,baseline,-,2,Beton NPK G,Tiefbaubeton,Tiefbaubeton,1,Magerbeton,0.620729,7,False,0.000000,0.000000,1.000000,0.142857,0.333333,0.142857,1.000000,Magerbeton | Natursteinplatte geschliffen | Kalksteinplatte | Kalksandstein | Natursteinplatte poliert | Kautschukdichtungsmasse | Tiefbaubeton | Hartbeton einschichtig | Tiefgründung Vorgefertigter Betonpfahl | Betonfertigteil normalfest,0.620729 | 0.601935 | 0.593455 | 0.585243 | 0.567286 | 0.563281 | 0.559596 | 0.540971 | 0.540784 | 0.533999
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,baseline,-,3,Beton NPK F,Bohrpfahlbeton,Bohrpfahlbeton,1,Phenolharz PF,0.640911,14,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Phenolharz PF | Magerbeton | Natursteinplatte geschliffen | Tiefbaubeton | Tiefgründung Vorgefertigter Betonpfahl | Kalksteinplatte | Kautschukdichtungsmasse | Betonfertigteil normalfest | Hartbeton einschichtig | Natursteinplatte poliert,0.640911 | 0.616581 | 0.598729 | 0.581220 | 0.577990 | 0.571647 | 0.566290 | 0.564575 | 0.563391 | 0.562710
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,baseline,-,4,Magerbeton,Magerbeton,Magerbeton,1,Magerbeton,1.000000,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Magerbeton | Tiefbaubeton | Hartbeton einschichtig | Tiefgründung Vorgefertigter Betonpfahl | Kalksteinplatte | Betonfertigteil hochfest | Betonziegel | Hartbeton zweischichtig | Kalksandstein | Betonfertigteil normalfest,1.000000 | 0.930783 | 0.911966 | 0.891087 | 0.881324 | 0.874043 | 0.866257 | 0.860438 | 0.856503 | 0.855689
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,baseline,-,5,Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,1,Kautschukdichtungsmasse,0.761923,17,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Kautschukdichtungsmasse | Spanplatte Harnstoff-Formaldehyd-gebunden Trockenbereich | Spanplatte Harnstoff-Formaldehyd-gebunden beschichtet Trockenbereich | Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich | Kalksandstein | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Polysulfiddichtungsmasse | 2-Komponenten Klebstoff | Faserzementplatte,0.761923 | 0.742707 | 0.735673 | 0.713170 | 0.682855 | 0.668703 | 0.657479 | 0.656253 | 0.651020 | 0.648334
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,reranked,BAAI/bge-reranker-v2-m3,0,B500B,Armierungsstahl,Armierungsstahl,1,Bohrpfahlbeton,0.536370,49,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bohrpfahlbeton | Brettschichtholz | Tiefbaubeton | Hartfaserplatte | Dichtungsbahn bituminös | Tiefgründung Mikrobohrpfahl | Gipsfaserplatte | Baugrubensicherung Schlitzwand 400 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900,0.536370 | 0.504358 | 0.504288 | 0.502481 | 0.502304 | 0.501134 | 0.501120 | 0.501061 | 0.500704 | 0.500548
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,reranked,BAAI/bge-reranker-v2-m3,1,Beton,Tiefbaubeton,Tiefbaubeton,1,Hartbeton einschichtig,0.557184,2,False,0.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Hartbeton einschichtig | Tiefbaubeton | Betonziegel | Glasfaserbeton | Hartbeton zweischichtig | Betonfertigteil hochfest | Magerbeton | Konstruktionsvollholz | Bohrpfahlbeton | Kalksandstein,0.557184 | 0.555714 | 0.553835 | 0.541431 | 0.530112 | 0.524801 | 0.518392 | 0.518222 | 0.517411 | 0.512723
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,reranked,BAAI/bge-reranker-v2-m3,2,Beton NPK G,Tiefbaubeton,Tiefbaubeton,1,Glasfaserbeton,0.672347,2,False,0.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Glasfaserbeton | Tiefbaubeton | Magerbeton | Betonfertigteil hochfest | Kautschukdichtungsmasse | Betonfertigteil normalfest | Hartbeton zweischichtig | Hartbeton einschichtig | Konstruktionsvollholz | Kalksandstein,0.672347 | 0.578730 | 0.549684 | 0.536433 | 0.523805 | 0.519843 | 0.516805 | 0.516737 | 0.513640 | 0.508224
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,reranked,BAAI/bge-reranker-v2-m3,3,Beton NPK F,Bohrpfahlbeton,Bohrpfahlbeton,1,Tiefbaubeton,0.581591,2,False,0.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Tiefbaubeton | Bohrpfahlbeton | Betonfertigteil hochfest | Betonfertigteil normalfest | Kautschukdichtungsmasse | Magerbeton | Hartbeton einschichtig | Hartbeton zweischichtig | Konstruktionsvollholz | Betonziegel,0.581591 | 0.568481 | 0.550651 | 0.534607 | 0.524779 | 0.519710 | 0.517600 | 0.514839 | 0.513365 | 0.511325
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,reranked,BAAI/bge-reranker-v2-m3,4,Magerbeton,Magerbeton,Magerbeton,1,Magerbeton,0.731020,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Magerbeton | Tiefbaubeton | Betonfertigteil hochfest | Hartbeton einschichtig | Bohrpfahlbeton | Kalksandstein | Natursteinplatte poliert | Kalksteinplatte | Betonziegel | Natursteinplatte geschnitten,0.731020 | 0.593099 | 0.536952 | 0.524506 | 0.523429 | 0.521197 | 0.519150 | 0.518333 | 0.512402 | 0.512036
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,reranked,BAAI/bge-reranker-v2-m3,5,Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,1,Kraftpapier,0.511392,10,False,0.000000,0.000000,1.000000,0.100000,0.289065,0.100000,1.000000,Kraftpapier | 2-Komponenten Klebstoff | Gipsfaserplatte | Heissbitumen | Magerbeton | Polysulfiddichtungsmasse | Bitumenemulsion | Plexiglas PMMA Acrylglas | Kautschukdichtungsmasse | 2K-Fliessbelag Epoxidharz,0.511392 | 0.503964 | 0.502328 | 0.501812 | 0.501515 | 0.501495 | 0.501394 | 0.501276 | 0.501082 | 0.500951
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline,-,0,B500B,Armierungsstahl,Armierungsstahl,1,Tiefgründung Ortbetonbohrpfahl 900,0.514518,78,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Tiefgründung Ortbetonbohrpfahl 900 | Baugrubensicherung Schlitzwand 400 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 800 | Blei | Silicon-Fugenmasse | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Aluminiumprofil blank | Tiefgründung Ortbetonverdrängungspfahl 660/580,0.514518 | 0.478416 | 0.476350 | 0.461106 | 0.436266 | 0.412001 | 0.386461 | 0.369666 | 0.367496 | 0.346588
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline,-,1,Beton,Tiefbaubeton,Tiefbaubeton,1,Betonziegel,0.953720,5,False,0.000000,1.000000,1.000000,0.200000,0.386853,0.200000,1.000000,Betonziegel | Hartbeton einschichtig | Magerbeton | Betonfertigteil hochfest | Tiefbaubeton | Brettschichtholz | Hartbeton zweischichtig | Betonfertigteil normalfest | Tiefgründung Vorgefertigter Betonpfahl | Balkenschichtholz,0.953720 | 0.834523 | 0.801108 | 0.797500 | 0.793548 | 0.781060 | 0.775141 | 0.774901 | 0.750753 | 0.743142
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline,-,2,Beton NPK G,Tiefbaubeton,Tiefbaubeton,1,Betonziegel,0.777728,7,False,0.000000,0.000000,1.000000,0.142857,0.333333,0.142857,1.000000,Betonziegel | Betonfertigteil hochfest | Betonfertigteil normalfest | Hartbeton einschichtig | Tiefgründung Vorgefertigter Betonpfahl | Magerbeton | Tiefbaubeton | Kalksteinplatte | Hartbeton zweischichtig | Natursteinplatte poliert,0.777728 | 0.702865 | 0.702686 | 0.701564 | 0.667242 | 0.658820 | 0.653655 | 0.649238 | 0.647534 | 0.633718
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline,-,3,Beton NPK F,Bohrpfahlbeton,Bohrpfahlbeton,1,Betonziegel,0.807708,17,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Betonziegel | Betonfertigteil normalfest | Betonfertigteil hochfest | Hartbeton einschichtig | Tiefgründung Vorgefertigter Betonpfahl | Tiefbaubeton | Magerbeton | Brettschichtholz | Hartbeton zweischichtig | Natursteinplatte poliert,0.807708 | 0.720712 | 0.719389 | 0.716114 | 0.686859 | 0.668538 | 0.666228 | 0.654636 | 0.652208 | 0.648837
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline,-,4,Magerbeton,Magerbeton,Magerbeton,1,Magerbeton,1.000000,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Magerbeton | Brettschichtholz | Balkenschichtholz | Kautschukdichtungsmasse | Betonziegel | Hartfaserplatte | Heissbitumen | Faserzementplatte | Gipsfaserplatte | Hartbeton einschichtig,1.000000 | 0.908702 | 0.881054 | 0.799273 | 0.796343 | 0.769067 | 0.759690 | 0.748736 | 0.741062 | 0.718066
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,baseline,-,5,Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,1,Gipsfaserplatte,0.672835,64,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Gipsfaserplatte | Hartfaserplatte | Balkenschichtholz | Brettschichtholz | Glasfaserbeton | Magerbeton | Gussasphalt | Kautschukdichtungsmasse | Hartbeton einschichtig | Kunststeinplatte zementgebunden,0.672835 | 0.665855 | 0.637610 | 0.629381 | 0.621419 | 0.616251 | 0.593961 | 0.583658 | 0.576081 | 0.574146
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,reranked,BAAI/bge-reranker-v2-m3,0,B500B,Armierungsstahl,Armierungsstahl,1,Bohrpfahlbeton,0.536370,78,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bohrpfahlbeton | Brettschichtholz | Dichtungsbahn bituminös | Polycarbonat PC | Tiefgründung Mikrobohrpfahl | Baugrubensicherung Schlitzwand 400 | Chromnickelstahlblech blank | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200,0.536370 | 0.504358 | 0.502304 | 0.501295 | 0.501134 | 0.501061 | 0.500733 | 0.500704 | 0.500548 | 0.500487
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,reranked,BAAI/bge-reranker-v2-m3,1,Beton,Tiefbaubeton,Tiefbaubeton,1,Hartbeton einschichtig,0.557184,2,False,0.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Hartbeton einschichtig | Tiefbaubeton | Betonziegel | Blei | Hartbeton zweischichtig | Betonfertigteil hochfest | Magerbeton | Konstruktionsvollholz | Bohrpfahlbeton | Natursteinplatte poliert,0.557184 | 0.555714 | 0.553835 | 0.543556 | 0.530112 | 0.524801 | 0.518392 | 0.518222 | 0.517411 | 0.512711
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,reranked,BAAI/bge-reranker-v2-m3,2,Beton NPK G,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.578730,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Magerbeton | Betonfertigteil hochfest | Bohrpfahlbeton | Kautschukdichtungsmasse | Betonfertigteil normalfest | Hartbeton zweischichtig | Hartbeton einschichtig | Konstruktionsvollholz | Brettschichtholz,0.578730 | 0.549684 | 0.536433 | 0.524238 | 0.523805 | 0.519843 | 0.516805 | 0.516737 | 0.513640 | 0.508793
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,reranked,BAAI/bge-reranker-v2-m3,3,Beton NPK F,Bohrpfahlbeton,Bohrpfahlbeton,1,Tiefbaubeton,0.581591,2,False,0.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Tiefbaubeton | Bohrpfahlbeton | Betonfertigteil hochfest | Betonfertigteil normalfest | Kautschukdichtungsmasse | Hartfaserplatte | Magerbeton | Hartbeton einschichtig | Hartbeton zweischichtig | Konstruktionsvollholz,0.581591 | 0.568481 | 0.550651 | 0.534607 | 0.524779 | 0.523439 | 0.519710 | 0.517600 | 0.514839 | 0.513365
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,reranked,BAAI/bge-reranker-v2-m3,4,Magerbeton,Magerbeton,Magerbeton,1,Magerbeton,0.731020,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Magerbeton | Tiefbaubeton | Hartbeton einschichtig | Bohrpfahlbeton | Kalksandstein | Natursteinplatte poliert | Kalksteinplatte | Betonziegel | Hartbeton zweischichtig | Gussasphalt,0.731020 | 0.593099 | 0.524507 | 0.523429 | 0.521197 | 0.519150 | 0.518333 | 0.512402 | 0.511883 | 0.509534
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,reranked,BAAI/bge-reranker-v2-m3,5,Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,1,Kraftpapier,0.511392,64,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Kraftpapier | Gusseisen | 2-Komponenten Klebstoff | Gussasphalt | Gipsfaserplatte | Heissbitumen | Magerbeton | Glasfaserbeton | Kautschukdichtungsmasse | Baukleber Einbettmörtel organisch,0.511392 | 0.511391 | 0.503964 | 0.502546 | 0.502328 | 0.501812 | 0.501515 | 0.501344 | 0.501082 | 0.500634
sentence-transformers/distiluse-base-multilingual-cased-v2,baseline,-,0,B500B,Armierungsstahl,Armierungsstahl,1,Bohrpfahlbeton,0.419782,54,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bohrpfahlbeton | Phenolharz PF | Bitumenemulsion | Betonziegel | Tiefbaubeton | Heissbitumen | Brettsperrholz | Brettschichtholz | Gusseisen | Glasfaserbeton,0.419782 | 0.384787 | 0.380201 | 0.373213 | 0.372004 | 0.363421 | 0.346599 | 0.342453 | 0.337863 | 0.318050
sentence-transformers/distiluse-base-multilingual-cased-v2,baseline,-,1,Beton,Tiefbaubeton,Tiefbaubeton,1,Betonziegel,0.909501,2,False,0.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Betonziegel | Tiefbaubeton | Bohrpfahlbeton | Sand | Blei | Gusseisen | Heissbitumen | Bitumenemulsion | Magerbeton | Hartbeton einschichtig,0.909501 | 0.768428 | 0.733556 | 0.673421 | 0.649174 | 0.629935 | 0.626379 | 0.609311 | 0.572386 | 0.567169
sentence-transformers/distiluse-base-multilingual-cased-v2,baseline,-,2,Beton NPK G,Tiefbaubeton,Tiefbaubeton,1,Betonziegel,0.568146,4,False,0.000000,1.000000,1.000000,0.250000,0.430677,0.250000,1.000000,Betonziegel | Bohrpfahlbeton | Phenolharz PF | Tiefbaubeton | Polystyrol PS | Polyurethan PUR PIR | Betonfertigteil hochfest | Polyethylen PE | Hartbeton einschichtig | Gusseisen,0.568146 | 0.536581 | 0.527245 | 0.497656 | 0.488142 | 0.453714 | 0.452737 | 0.447558 | 0.439722 | 0.439655
sentence-transformers/distiluse-base-multilingual-cased-v2,baseline,-,3,Beton NPK F,Bohrpfahlbeton,Bohrpfahlbeton,1,Phenolharz PF,0.687329,3,False,0.000000,1.000000,1.000000,0.333333,0.500000,0.333333,1.000000,Phenolharz PF | Betonziegel | Bohrpfahlbeton | Tiefbaubeton | Polystyrol PS | Dichtungsbahn Polyolefin FPO | Betonfertigteil hochfest | Faserzementplatte | Polyurethan PUR PIR | Polyethylen PE,0.687329 | 0.604501 | 0.583847 | 0.553946 | 0.500237 | 0.489468 | 0.486689 | 0.483389 | 0.477380 | 0.465414
