model,query_id,query,relevant_input,relevant_resolved,relevant_count,predicted_top1,predicted_top1_score,expected_rank,top1_correct,hit@1,hit@5,hit@10,mrr@10,ndcg@10,map@10,recall@10,top10_materials,top10_scores
BAAI/bge-m3,72,Footing FOOTING_BEAM Stahlbeton,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.567526,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Glasfaserbeton | Betonfertigteil hochfest | Betonfertigteil normalfest | Hartbeton einschichtig | Betonziegel | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Hartbeton zweischichtig | Tiefgründung Vorgefertigter Betonpfahl | Messing-/Baubronzeblech,0.567526 | 0.552034 | 0.552006 | 0.550403 | 0.537744 | 0.532145 | 0.528381 | 0.523874 | 0.520762 | 0.518261
BAAI/bge-m3,73,Footing PAD_FOOTING Beton,Tiefbaubeton,Tiefbaubeton,1,Tiefgründung Vorgefertigter Betonpfahl,0.548473,2,False,0.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Tiefgründung Vorgefertigter Betonpfahl | Tiefbaubeton | Magerbeton | Betonfertigteil normalfest | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Hartbeton einschichtig | Betonfertigteil hochfest | Hartbeton zweischichtig | Betonziegel,0.548473 | 0.545063 | 0.542610 | 0.541455 | 0.539053 | 0.538553 | 0.537774 | 0.534575 | 0.534339 | 0.533376
BAAI/bge-m3,74,Footing PAD_FOOTING Stahlbeton,Tiefbaubeton,Tiefbaubeton,1,Tiefgründung Ortbetonverdrängungspfahl 660/580,0.572999,3,False,0.000000,1.000000,1.000000,0.333333,0.500000,0.333333,1.000000,Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefbaubeton | Tiefgründung Vorgefertigter Betonpfahl | Hartbeton einschichtig | Hartbeton zweischichtig | Glasfaserbeton | Magerbeton | Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich | Betonfertigteil normalfest,0.572999 | 0.561516 | 0.559747 | 0.545621 | 0.532959 | 0.529609 | 0.529168 | 0.526205 | 0.522341 | 0.512991
BAAI/bge-m3,75,Footing PILE_CAP Beton,Tiefbaubeton,Tiefbaubeton,1,Betonziegel,0.570823,10,False,0.000000,0.000000,1.000000,0.100000,0.289065,0.100000,1.000000,Betonziegel | Betonfertigteil hochfest | Betonfertigteil normalfest | Tiefgründung Vorgefertigter Betonpfahl | Polyurethan PUR PIR | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Hartbeton zweischichtig | Hartbeton einschichtig | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefbaubeton,0.570823 | 0.559994 | 0.547139 | 0.532999 | 0.522734 | 0.514346 | 0.509487 | 0.507446 | 0.506954 | 0.506699
BAAI/bge-m3,76,Footing PILE_CAP Stahlbeton,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.545849,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Betonfertigteil hochfest | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Betonfertigteil normalfest | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Vorgefertigter Betonpfahl | Hartbeton einschichtig | Glasfaserbeton | Betonziegel | Hartbeton zweischichtig,0.545849 | 0.541460 | 0.535810 | 0.533228 | 0.529811 | 0.529265 | 0.522582 | 0.520957 | 0.519081 | 0.517532
BAAI/bge-m3,77,Footing STRIP_FOOTING Beton,Tiefbaubeton,Tiefbaubeton,1,Betonziegel,0.558459,8,False,0.000000,0.000000,1.000000,0.125000,0.315465,0.125000,1.000000,Betonziegel | Hartbeton einschichtig | Betonfertigteil normalfest | Tiefgründung Vorgefertigter Betonpfahl | Hartbeton zweischichtig | Betonfertigteil hochfest | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefbaubeton | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich,0.558459 | 0.545561 | 0.542610 | 0.539363 | 0.539153 | 0.533890 | 0.526658 | 0.517094 | 0.515178 | 0.489833
BAAI/bge-m3,78,Footing STRIP_FOOTING Stahlbeton,Tiefbaubeton,Tiefbaubeton,1,Tiefgründung Ortbetonverdrängungspfahl 660/580,0.568848,5,False,0.000000,1.000000,1.000000,0.200000,0.386853,0.200000,1.000000,Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Hartbeton einschichtig | Tiefgründung Vorgefertigter Betonpfahl | Tiefbaubeton | Hartbeton zweischichtig | Bohrpfahlbeton | Betonfertigteil normalfest | Glasfaserbeton | Betonfertigteil hochfest,0.568848 | 0.547483 | 0.545196 | 0.543022 | 0.540139 | 0.535988 | 0.514889 | 0.514849 | 0.514637 | 0.505037
BAAI/bge-m3,79,Member ARCH_SEGMENT Beton,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.568253,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Betonziegel | Hartbeton einschichtig | Magerbeton | Tiefgründung Vorgefertigter Betonpfahl | Betonfertigteil hochfest | Hartbeton zweischichtig | Bohrpfahlbeton | Betonfertigteil normalfest | Tiefgründung Ortbetonverdrängungspfahl 660/580,0.568253 | 0.560787 | 0.543041 | 0.531946 | 0.528020 | 0.524062 | 0.520526 | 0.518090 | 0.515425 | 0.511538
BAAI/bge-m3,80,Member ARCH_SEGMENT Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.556692,1,True,1.000000,1.000000,1.000000,1.000000,0.906025,0.805556,1.000000,Stahlblech blank | Armierungsstahl | Stahlblech verzinkt | Stahlprofil blank | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Messing-/Baubronzeblech | Brettschichtholz | Tiefgründung Vorgefertigter Betonpfahl | Balkenschichtholz | 2-Komponenten Klebstoff,0.556692 | 0.548362 | 0.535790 | 0.521522 | 0.473261 | 0.464163 | 0.463280 | 0.452104 | 0.451814 | 0.444505
BAAI/bge-m3,81,Member ARCH_SEGMENT Naturstein,Kalksandstein | Kalksteinplatte,Kalksandstein | Kalksteinplatte,2,Natursteinplatte geschnitten,0.563252,4,False,0.000000,1.000000,1.000000,0.250000,0.264068,0.125000,0.500000,Natursteinplatte geschnitten | Natursteinplatte poliert | Natursteinplatte geschliffen | Kalksteinplatte | Kunststeinplatte zementgebunden | Brettschichtholz | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Hartsandsteinplatte | Tiefgründung Ortbetonverdrängungspfahl 560/480 | 2-Komponenten Klebstoff,0.563252 | 0.532936 | 0.532474 | 0.495773 | 0.463965 | 0.460471 | 0.454084 | 0.454065 | 0.447906 | 0.444020
BAAI/bge-m3,82,Member BRACE Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.548638,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank | Armierungsstahl | Brettschichtholz | Blei | Messing-/Baubronzeblech | Chromstahlblech blank | Chromstahlblech verzinnt | Aluminiumblech blank,0.548638 | 0.524102 | 0.492746 | 0.489024 | 0.483497 | 0.448919 | 0.442018 | 0.441837 | 0.432065 | 0.429801
BAAI/bge-m3,83,Member BRACE Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettschichtholz,0.572247,6,False,0.000000,0.000000,1.000000,0.166667,0.180659,0.055556,0.285714,Brettschichtholz | Brettsperrholz | Balkenschichtholz | Messing-/Baubronzeblech | 3- und 5-Schicht Massivholzplatte | Konstruktionsvollholz | Aluminiumblech blank | 2K-Fliessbelag Epoxidharz | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Kalksteinplatte,0.572247 | 0.516909 | 0.504563 | 0.484737 | 0.452361 | 0.427658 | 0.423298 | 0.419399 | 0.419041 | 0.417053
BAAI/bge-m3,84,Member CHORD Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.509906,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank | Armierungsstahl | Brettschichtholz | Chromstahlblech blank | Chromstahlblech verzinnt | Balkenschichtholz | Chromnickelstahlblech blank | 2-Komponenten Klebstoff,0.509906 | 0.493933 | 0.484100 | 0.484099 | 0.460499 | 0.435190 | 0.431897 | 0.426888 | 0.409225 | 0.407285
BAAI/bge-m3,85,Member CHORD Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettschichtholz,0.554089,4,False,0.000000,1.000000,1.000000,0.250000,0.287843,0.119048,0.428571,Brettschichtholz | Balkenschichtholz | 3- und 5-Schicht Massivholzplatte | Konstruktionsvollholz | Messing-/Baubronzeblech | Brettsperrholz | Phenolharz PF | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet gehobelt | Hartbeton einschichtig,0.554089 | 0.506759 | 0.478059 | 0.468253 | 0.450102 | 0.444826 | 0.424679 | 0.423405 | 0.416368 | 0.413765
BAAI/bge-m3,86,Member MEMBER Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.570745,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank | Armierungsstahl | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Brettschichtholz | Messing-/Baubronzeblech | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Mikrobohrpfahl | 2-Komponenten Klebstoff,0.570745 | 0.550836 | 0.539467 | 0.538101 | 0.467306 | 0.462874 | 0.454601 | 0.450099 | 0.444629 | 0.442253
BAAI/bge-m3,87,Member MEMBER Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettschichtholz,0.560891,5,False,0.000000,1.000000,1.000000,0.200000,0.185794,0.057143,0.285714,Brettschichtholz | Balkenschichtholz | Messing-/Baubronzeblech | 3- und 5-Schicht Massivholzplatte | Konstruktionsvollholz | Phenolharz PF | Brettsperrholz | Furniersperrholz | Kalksteinplatte | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt,0.560891 | 0.529912 | 0.507112 | 0.486566 | 0.483732 | 0.474152 | 0.471992 | 0.463060 | 0.461236 | 0.458715
BAAI/bge-m3,88,Member PLATE Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettschichtholz,0.577632,12,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Brettschichtholz | 3- und 5-Schicht Massivholzplatte | Kalksteinplatte | Balkenschichtholz | Messing-/Baubronzeblech | Faserzementplatte | Gipsfaserplatte | Hartfaserplatte | Gipskartonplatte | Natursteinplatte poliert,0.577632 | 0.551973 | 0.530509 | 0.520918 | 0.509598 | 0.500935 | 0.494801 | 0.490066 | 0.485529 | 0.477410
BAAI/bge-m3,89,Member PLATE Brettschichtholz,3- und 5-Schicht Massivholzplatte | Balkenschichtholz | Brettschichtholz | Brettsperrholz | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich,3- und 5-Schicht Massivholzplatte | Balkenschichtholz | Brettschichtholz | Brettsperrholz | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich,6,Brettschichtholz,0.785292,1,True,1.000000,1.000000,1.000000,1.000000,0.775148,0.666667,0.666667,Brettschichtholz | Balkenschichtholz | Brettsperrholz | 3- und 5-Schicht Massivholzplatte | Kalksteinplatte | Messing-/Baubronzeblech | Konstruktionsvollholz | Natursteinplatte poliert | Hartfaserplatte | Faserzementplatte,0.785292 | 0.585204 | 0.552322 | 0.528330 | 0.495851 | 0.472088 | 0.469228 | 0.463876 | 0.454630 | 0.453094
BAAI/bge-m3,90,Member POST Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettschichtholz,0.520617,10,False,0.000000,0.000000,1.000000,0.100000,0.079457,0.014286,0.142857,Brettschichtholz | Balkenschichtholz | 3- und 5-Schicht Massivholzplatte | Phenolharz PF | Messing-/Baubronzeblech | Kalksteinplatte | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Brettsperrholz | Armierungsstahl | Konstruktionsvollholz,0.520617 | 0.491117 | 0.479212 | 0.464893 | 0.460136 | 0.448110 | 0.439294 | 0.438078 | 0.437234 | 0.437009
BAAI/bge-m3,91,Member POST Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.563331,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Armierungsstahl | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Chromstahlblech blank | Chromnickelstahlblech blank | Polystyrol PS | Tiefgründung Vorgefertigter Betonpfahl | Kalksteinplatte,0.563331 | 0.547695 | 0.518451 | 0.515522 | 0.457019 | 0.434156 | 0.431904 | 0.426978 | 0.425597 | 0.425536
BAAI/bge-m3,92,Member PURLIN Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettschichtholz,0.520571,7,False,0.000000,0.000000,1.000000,0.142857,0.091625,0.020408,0.142857,Brettschichtholz | Furniersperrholz | Polyurethan PUR PIR | Balkenschichtholz | Phenolharz PF | 3- und 5-Schicht Massivholzplatte | Konstruktionsvollholz | Brettsperrholz | Polypropylen PP | Messing-/Baubronzeblech,0.520571 | 0.499875 | 0.492088 | 0.488542 | 0.472023 | 0.464839 | 0.464349 | 0.463244 | 0.448516 | 0.448408
BAAI/bge-m3,93,Member PURLIN Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Polyurethan PUR PIR,0.518606,2,False,0.000000,1.000000,1.000000,0.500000,0.732829,0.638889,1.000000,Polyurethan PUR PIR | Stahlblech verzinkt | Stahlblech blank | Stahlprofil blank | Brettschichtholz | Armierungsstahl | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Polystyrol PS | Polypropylen PP | Polyester UP glasfaserverstärkt,0.518606 | 0.484833 | 0.473237 | 0.470471 | 0.444926 | 0.444893 | 0.441729 | 0.439000 | 0.438538 | 0.437842
BAAI/bge-m3,94,Member RAFTER Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettschichtholz,0.538428,5,False,0.000000,1.000000,1.000000,0.200000,0.189083,0.060317,0.285714,Brettschichtholz | Balkenschichtholz | 3- und 5-Schicht Massivholzplatte | Phenolharz PF | Konstruktionsvollholz | Messing-/Baubronzeblech | Furniersperrholz | Armierungsstahl | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Brettsperrholz,0.538428 | 0.519210 | 0.491772 | 0.485590 | 0.478877 | 0.463840 | 0.463378 | 0.455662 | 0.452508 | 0.450788
BAAI/bge-m3,95,Member RAFTER Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Armierungsstahl,0.549089,2,False,0.000000,1.000000,1.000000,0.500000,0.732829,0.638889,1.000000,Armierungsstahl | Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank | Tiefgründung Vorgefertigter Betonpfahl | Brettschichtholz | Polyester UP glasfaserverstärkt | Tiefgründung Ortbetonverdrängungspfahl 660/580 | 2-Komponenten Klebstoff | Hartbeton einschichtig,0.549089 | 0.511446 | 0.506619 | 0.491678 | 0.459231 | 0.458417 | 0.453515 | 0.452720 | 0.447413 | 0.441603
BAAI/bge-m3,96,Member STAY_CABLE Stahl,Armierungsstahl,Armierungsstahl,1,Stahlblech blank,0.572427,4,False,0.000000,1.000000,1.000000,0.250000,0.430677,0.250000,1.000000,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank | Armierungsstahl | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Brettschichtholz | Messing-/Baubronzeblech | 2-Komponenten Klebstoff | Tiefgründung Mikrobohrpfahl | Tiefgründung Vorgefertigter Betonpfahl,0.572427 | 0.554148 | 0.541122 | 0.509987 | 0.458563 | 0.449797 | 0.448253 | 0.447994 | 0.446319 | 0.445545
BAAI/bge-m3,97,Member STAY_CABLE Litze,Armierungsstahl,Armierungsstahl,1,Brettschichtholz,0.484215,44,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Brettschichtholz | Messing-/Baubronzeblech | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Hartfaserplatte | 2-Komponenten Klebstoff | Gipsfaserplatte | Hartbeton einschichtig | Holzwolle-Leichtbauplatte zementgebunden | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Kalksteinplatte,0.484215 | 0.476392 | 0.436853 | 0.430979 | 0.428228 | 0.426029 | 0.425395 | 0.417085 | 0.413751 | 0.407327
BAAI/bge-m3,98,Member STIFFENING_RIB Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech verzinkt,0.562006,1,True,1.000000,1.000000,1.000000,1.000000,0.885460,0.755556,1.000000,Stahlblech verzinkt | Armierungsstahl | Stahlblech blank | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Stahlprofil blank | Tiefgründung Vorgefertigter Betonpfahl | 2-Komponenten Klebstoff | Messing-/Baubronzeblech | Tiefgründung Mikrobohrpfahl | Brettschichtholz,0.562006 | 0.526168 | 0.521819 | 0.508811 | 0.502109 | 0.488710 | 0.486502 | 0.486386 | 0.477389 | 0.464483
BAAI/bge-m3,99,Member STRINGER Beton,Tiefbaubeton,Tiefbaubeton,1,Betonziegel,0.576109,3,False,0.000000,1.000000,1.000000,0.333333,0.500000,0.333333,1.000000,Betonziegel | Hartbeton einschichtig | Tiefbaubeton | Hartbeton zweischichtig | Magerbeton | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Betonfertigteil hochfest | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Betonfertigteil normalfest,0.576109 | 0.559634 | 0.545483 | 0.539285 | 0.528561 | 0.527548 | 0.522589 | 0.518938 | 0.508166 | 0.506924
BAAI/bge-m3,100,Member STRINGER Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech verzinkt,0.536970,1,True,1.000000,1.000000,1.000000,1.000000,0.967468,0.916667,1.000000,Stahlblech verzinkt | Stahlblech blank | Armierungsstahl | Stahlprofil blank | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Kraftpapier | Messing-/Baubronzeblech | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Baugrubensicherung Spundwand auskragend | 2-Komponenten Klebstoff,0.536970 | 0.533048 | 0.506922 | 0.499817 | 0.474111 | 0.449921 | 0.439940 | 0.434202 | 0.433580 | 0.432252
BAAI/bge-m3,101,Member STRUCTURALCABLE Stahl,Stahlprofil blank | Armierungsstahl,Stahlprofil blank | Armierungsstahl,2,Stahlblech verzinkt,0.563066,3,False,0.000000,1.000000,1.000000,0.333333,0.570642,0.416667,1.000000,Stahlblech verzinkt | Stahlblech blank | Armierungsstahl | Stahlprofil blank | Konstruktionsvollholz | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Vorgefertigter Betonpfahl | Brettschichtholz | Tiefgründung Mikrobohrpfahl | Bohrpfahlbeton,0.563066 | 0.555443 | 0.535405 | 0.518810 | 0.514262 | 0.507765 | 0.506324 | 0.500297 | 0.488872 | 0.481758
BAAI/bge-m3,102,Member STRUCTURALCABLE Litze,Stahlprofil blank | Armierungsstahl,Stahlprofil blank | Armierungsstahl,2,Brettschichtholz,0.535941,33,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Brettschichtholz | Konstruktionsvollholz | Messing-/Baubronzeblech | Holzwolle-Leichtbauplatte zementgebunden | Hartbeton einschichtig | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Brettsperrholz | Tiefgründung Rüttelstopfsäule | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Tiefgründung Mikrobohrpfahl,0.535941 | 0.500678 | 0.497110 | 0.491672 | 0.474467 | 0.460579 | 0.449170 | 0.445142 | 0.444492 | 0.442016
BAAI/bge-m3,103,Member STRUT Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.534028,1,True,1.000000,1.000000,1.000000,1.000000,0.967468,0.916667,1.000000,Stahlblech blank | Stahlblech verzinkt | Armierungsstahl | Stahlprofil blank | Brettschichtholz | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Hartbeton einschichtig | Polyester UP glasfaserverstärkt | Baugrubensicherung Spundwand auskragend | 2-Komponenten Klebstoff,0.534028 | 0.523729 | 0.522562 | 0.503312 | 0.460217 | 0.435559 | 0.429687 | 0.421619 | 0.419215 | 0.419051
BAAI/bge-m3,104,Member STRUT Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettschichtholz,0.569006,4,False,0.000000,1.000000,1.000000,0.250000,0.118383,0.035714,0.142857,Brettschichtholz | Balkenschichtholz | Brettsperrholz | Konstruktionsvollholz | 3- und 5-Schicht Massivholzplatte | Armierungsstahl | Hartbeton einschichtig | Messing-/Baubronzeblech | Furniersperrholz | Hartbeton zweischichtig,0.569006 | 0.512801 | 0.491617 | 0.483851 | 0.475559 | 0.467538 | 0.456639 | 0.454744 | 0.443839 | 0.439595
